"movie_title","gross","budget","title_year","duration","genre","rating","expensive","IMDB_high"
"Monster",34.468224,4.5,2003,109,"Biography","R","NO","YES"
"The Barbarian Invasions",3.432342,6,2003,112,"Comedy","R","NO","YES"
"Party Monster",0.296665,5,2003,98,"Biography","R","NO","NO"
"Lost in Translation",44.566004,4,2003,101,"Drama","R","NO","YES"
"The Cooler",8.24388,3.2,2003,101,"Crime","R","NO","YES"
"The Real Cancun",3.713002,8,2003,96,"Documentary","R","NO","NO"
"Nothing",47.2337862180161,44.870033081674,2003,90,"Comedy","R","YES","NO"
"DysFunktional Family",2.22399,3,2003,89,"Comedy","R","NO","NO"
"Oldboy",2.18129,3,2003,120,"Drama","R","NO","YES"
"High Tension",3.645438,2.2,2003,89,"Horror","Other","NO","NO"
"Sur le seuil",47.2337862180161,3.2,2003,99,"Action","Other","NO","NO"
"My Life Without Me",0.395592,2,2003,106,"Drama","R","NO","YES"
"The Triplets of Belleville",7.002255,9.5,2003,80,"Animation","PG-13","NO","YES"
"American Splendor",6.003587,44.870033081674,2003,101,"Biography","R","YES","YES"
"Thirteen",4.59968,1.5,2003,100,"Drama","R","NO","NO"
"Touching the Void",4.581222,44.870033081674,2003,106,"Adventure","R","YES","YES"
"The Book of Mormon Movie, Volume 1: The Journey",1.098224,2,2003,120,"Adventure","PG-13","NO","NO"
"This Thing of Ours",47.2337862180161,44.870033081674,2003,100,"Crime","Other","YES","NO"
"Northfork",1.420578,1.9,2003,103,"Drama","PG-13","NO","NO"
"Travelers and Magicians",0.505295,1.8,2003,108,"Adventure","Other","NO","YES"
"I Love Your Work",0.00258,1.65,2003,111,"Drama","R","NO","NO"
"The Hebrew Hammer",0.019539,1,2003,87,"Comedy","R","NO","NO"
"Grand Theft Parsons",47.2337862180161,44.870033081674,2003,88,"Adventure","PG-13","NO","NO"
"All the Real Girls",0.548712,2.5,2003,108,"Drama","R","NO","NO"
"The Battle of Shaker Heights",0.279282,1,2003,79,"Comedy","PG-13","NO","NO"
"Latter Days",0.819939,0.85,2003,107,"Comedy","R","NO","YES"
"The Mudge Boy",47.2337862180161,0.8,2003,94,"Crime","R","NO","YES"
"Saints and Soldiers",1.31027,0.78,2003,90,"Action","PG-13","NO","NO"
"Open Water",30.500882,0.5,2003,79,"Adventure","R","NO","NO"
"The Station Agent",5.739376,0.5,2003,89,"Comedy","R","NO","YES"
"Osama",1.127331,0.046,2003,83,"Drama","PG-13","NO","YES"
"The R.M.",1.111615,0.5,2003,101,"Comedy","PG","NO","NO"
"Gory Gory Hallelujah",0.011798,0.1,2003,96,"Comedy","Other","NO","NO"
"Tarnation",0.592014,0.000218,2003,88,"Biography","Other","NO","YES"
"Tupac: Resurrection",7.707563,44.870033081674,2003,112,"Biography","R","YES","YES"
"Pieces of April",2.360184,0.3,2003,80,"Comedy","PG-13","NO","YES"
"Malevolence",47.2337862180161,0.2,2003,90,"Crime","R","NO","NO"
"The Work and the Story",47.2337862180161,0.103,2003,77,"Comedy","Other","NO","NO"
"Flywheel",47.2337862180161,0.02,2003,120,"Drama","Other","NO","NO"
"Spider-Man 2",373.377893,200,2004,135,"Action","PG-13","YES","YES"
"The Polar Express",0.665426,165,2004,100,"Adventure","G","YES","NO"
"Alexander",34.293771,155,2004,206,"Action","R","YES","NO"
"Troy",133.228348,175,2004,196,"Adventure","R","YES","YES"
"Harry Potter and the Prisoner of Azkaban",249.358727,130,2004,142,"Adventure","PG","YES","YES"
"The Day After Tomorrow",186.739919,125,2004,124,"Action","PG-13","YES","NO"
"The Chronicles of Riddick",57.637485,105,2004,134,"Action","PG-13","YES","NO"
"Ocean's Twelve",125.531634,110,2004,125,"Crime","PG-13","YES","NO"
"The Aviator",102.608827,110,2004,170,"Biography","PG-13","YES","YES"
"Home on the Range",50.026353,110,2004,76,"Animation","PG","YES","NO"
"Around the World in 80 Days",24.004159,110,2004,120,"Action","PG","YES","NO"
"I, Robot",144.79535,120,2004,115,"Action","PG-13","YES","YES"
"National Treasure",173.005002,100,2004,131,"Action","PG","YES","NO"
"Catwoman",40.19871,100,2004,87,"Action","PG-13","YES","NO"
"The Stepford Wives",59.475623,90,2004,93,"Comedy","PG-13","YES","NO"
"The Alamo",22.406362,107,2004,137,"Drama","PG-13","YES","NO"
"The Incredibles",261.437578,92,2004,115,"Action","PG","YES","YES"
"The Bourne Supremacy",176.04913,75,2004,108,"Action","PG-13","YES","YES"
"The Manchurian Candidate",65.948711,80,2004,129,"Drama","R","YES","NO"
"Hidalgo",67.286731,100,2004,136,"Action","PG-13","YES","NO"
"50 First Dates",120.776832,75,2004,99,"Comedy","PG-13","YES","NO"
"Exorcist: The Beginning",41.814863,50,2004,125,"Horror","R","YES","NO"
"The Terminal",77.032279,60,2004,128,"Comedy","PG-13","YES","YES"
"Shark Tale",160.762022,75,2004,90,"Adventure","PG","YES","NO"
"Spanglish",42.044321,80,2004,131,"Comedy","PG-13","YES","NO"
"Flight of the Phoenix",21.00918,45,2004,113,"Action","PG-13","NO","NO"
"Two Brothers",18.94763,59.66,2004,109,"Adventure","PG","YES","YES"
"The Village",114.195633,60,2004,108,"Drama","PG-13","YES","NO"
"Shrek 2",436.471036,150,2004,93,"Adventure","PG","YES","YES"
"AVP: Alien vs. Predator",80.281096,60,2004,109,"Action","PG-13","YES","NO"
"Sky Captain and the World of Tomorrow",37.76008,70,2004,106,"Action","PG","YES","NO"
"Blade: Trinity",52.397389,65,2004,122,"Action","R","YES","NO"
"Meet the Fockers",279.167575,80,2004,106,"Comedy","PG-13","YES","NO"
"Collateral",100.003492,65,2004,120,"Crime","R","YES","YES"
"Ladder 49",74.540762,55,2004,115,"Action","PG-13","YES","NO"
"Man on Fire",77.862546,70,2004,146,"Action","R","YES","YES"
"Starsky & Hutch",88.200225,60,2004,101,"Comedy","PG-13","YES","NO"
"Hellboy",59.035104,66,2004,132,"Action","PG-13","YES","NO"
"After the Sunset",28.328132,58,2004,97,"Action","PG-13","YES","NO"
"Walking Tall",45.860039,56,2004,86,"Action","PG-13","YES","NO"
"Kill Bill: Vol. 2",66.20792,30,2004,137,"Action","R","NO","YES"
"The Phantom of the Opera",51.225796,70,2004,143,"Drama","PG-13","YES","YES"
"Thunderbirds",6.768055,57,2004,95,"Action","PG","YES","NO"
"A Very Long Engagement",6.167817,47,2004,133,"Drama","R","YES","YES"
"Garfield",75.367693,35,2004,80,"Animation","PG","NO","NO"
"Christmas with the Kranks",73.701902,60,2004,99,"Comedy","PG","YES","NO"
"Resident Evil: Apocalypse",50.740078,45,2004,98,"Action","R","YES","NO"
"Bridget Jones: The Edge of Reason",40.20302,40,2004,108,"Comedy","R","NO","NO"
"Raising Helen",37.486138,50,2004,119,"Comedy","PG-13","NO","NO"
"The Life Aquatic with Steve Zissou",24.006726,50,2004,119,"Adventure","R","YES","YES"
"The Big Bounce",6.471394,50,2004,88,"Comedy","PG-13","NO","NO"
"The Princess Diaries 2: Royal Engagement",95.149435,40,2004,113,"Comedy","G","NO","NO"
"Fat Albert",48.114556,26,2004,93,"Comedy","PG","NO","NO"
"Cellular",32.00362,25,2004,94,"Action","PG-13","NO","NO"
"Along Came Polly",87.856565,42,2004,90,"Comedy","PG-13","NO","NO"
"Ray",75.305995,40,2004,178,"Biography","PG-13","NO","YES"
"Shall We Dance",57.887882,50,2004,106,"Comedy","PG-13","NO","NO"
"Secret Window",47.781388,40,2004,96,"Other","PG-13","NO","NO"
"Torque",21.176322,40,2004,84,"Action","PG-13","NO","NO"
"New York Minute",14.018364,30,2004,91,"Comedy","PG","NO","NO"
"Alfie",13.395939,60,2004,103,"Comedy","R","YES","NO"
"The Last Shot",0.46373,44.870033081674,2004,93,"Comedy","R","YES","NO"
"Against the Ropes",5.881504,39,2004,110,"Biography","PG-13","NO","NO"
"The Ladykillers",39.692139,35,2004,104,"Comedy","R","NO","NO"
"Closer",33.987757,27,2004,98,"Drama","R","NO","YES"
"Jersey Girl",25.266129,35,2004,102,"Comedy","PG-13","NO","NO"
"Ella Enchanted",22.913677,35,2004,96,"Comedy","PG","NO","NO"
"Wimbledon",16.831505,31,2004,98,"Comedy","PG-13","NO","NO"
"The Punisher",33.682273,33,2004,140,"Action","R","NO","NO"
"Laws of Attraction",17.848322,28,2004,90,"Comedy","PG-13","NO","NO"
"George and the Dragon",47.2337862180161,32,2004,93,"Action","PG","NO","NO"
"Dodgeball: A True Underdog Story",114.324072,20,2004,92,"Comedy","PG-13","NO","NO"
"The SpongeBob SquarePants Movie",85.416609,30,2004,87,"Adventure","PG","NO","YES"
"Million Dollar Baby",100.422786,30,2004,132,"Drama","PG-13","NO","YES"
"The Notebook",0.064286,29,2004,123,"Drama","PG-13","NO","YES"
"Without a Paddle",58.156435,19,2004,95,"Adventure","PG-13","NO","NO"
"13 Going on 30",56.044241,37,2004,98,"Comedy","PG-13","NO","NO"
"The Prince and Me",28.165882,44.870033081674,2004,111,"Comedy","PG","NO","NO"
"Little Black Book",20.422207,35,2004,105,"Comedy","PG-13","NO","NO"
"Mr 3000",21.800302,30,2004,104,"Comedy","PG-13","NO","NO"
"The Whole Ten Yards",16.323969,40,2004,98,"Comedy","PG-13","NO","NO"
"Wicker Park",12.831121,30,2004,114,"Drama","PG-13","NO","YES"
"Godsend",14.334645,25,2004,102,"Drama","PG-13","NO","NO"
"Chasing Liberty",12.189514,23,2004,101,"Comedy","PG-13","NO","NO"
"The Merchant of Venice",3.752725,18,2004,131,"Drama","R","NO","YES"
"Seed of Chucky",17.01619,12,2004,88,"Comedy","R","NO","NO"
"Miracle",64.371181,28,2004,135,"Biography","PG","NO","YES"
"Dawn of the Dead",58.885635,26,2004,110,"Action","R","NO","YES"
"Suspect Zero",8.712564,27,2004,99,"Crime","R","NO","NO"
"Mindhunters",4.476235,27,2004,101,"Crime","R","NO","NO"
"In Good Company",45.489752,26,2004,109,"Comedy","PG-13","NO","NO"
"Agent Cody Banks 2: Destination London",23.222861,26,2004,100,"Action","PG","NO","NO"
"Welcome to Mooseport",14.469428,26,2004,110,"Comedy","PG-13","NO","NO"
"The Passion of the Christ",0.499263,30,2004,120,"Drama","R","NO","YES"
"Scooby-Doo 2: Monsters Unleashed",84.185387,80,2004,93,"Adventure","PG","YES","NO"
"Finding Neverland",51.676606,25,2004,101,"Biography","PG","NO","YES"
"Anchorman: The Legend of Ron Burgundy",84.136909,26,2004,98,"Comedy","PG-13","NO","YES"
"Anacondas: The Hunt for the Blood Orchid",31.526393,25,2004,97,"Action","PG-13","NO","NO"
"EuroTrip",17.718223,25,2004,93,"Comedy","R","NO","NO"
"The Girl Next Door",14.589444,25,2004,110,"Comedy","R","NO","NO"
"Win a Date with Tad Hamilton!",16.964743,24,2004,95,"Comedy","PG-13","NO","NO"
"Beyond the Sea",6.144806,23,2004,118,"Biography","PG-13","NO","NO"
"The Bridge of San Luis Rey",0.04288,24,2004,120,"Drama","PG","NO","NO"
"Howl's Moving Castle",4.710455,24,2004,119,"Adventure","PG","NO","YES"
"Chasing Liberty",12.189514,23,2004,101,"Comedy","PG-13","NO","NO"
"Vanity Fair",16.123851,23,2004,141,"Drama","PG-13","NO","NO"
"I Heart Huckabees",12.784713,22,2004,107,"Comedy","R","NO","NO"
"The Libertine",4.829497,44.870033081674,2004,114,"Drama","R","YES","NO"
"Wicker Park",12.831121,30,2004,114,"Drama","PG-13","NO","YES"
"White Chicks",69.148997,37,2004,109,"Comedy","PG-13","NO","NO"
"Team America: World Police",32.774834,30,2004,98,"Action","R","NO","YES"
"Eternal Sunshine of the Spotless Mind",34.126138,20,2004,108,"Drama","R","NO","YES"
"Kung Fu Hustle",17.104669,20,2004,99,"Action","R","NO","YES"
"Paparazzi",15.712072,20,2004,84,"Action","PG-13","NO","NO"
"Envy",12.181484,40,2004,99,"Comedy","PG-13","NO","NO"
"Superbabies: Baby Geniuses 2",9.109322,20,2004,88,"Comedy","PG","NO","NO"
"Connie and Carla",8.05428,20,2004,108,"Comedy","PG-13","NO","NO"
"Birth",5.005883,20,2004,100,"Drama","R","NO","NO"
"Steamboy",0.410388,2127.519898,2004,103,"Action","PG-13","YES","NO"
"A Cinderella Story",51.43116,20,2004,95,"Comedy","PG","NO","NO"
"Barbershop 2: Back in Business",64.955956,18,2004,106,"Comedy","PG-13","NO","NO"
"Mean Girls",86.049418,17,2004,97,"Comedy","PG-13","NO","YES"
"Catch That Kid",16.702864,18,2004,91,"Comedy","PG","NO","NO"
"Being Julia",7.739049,18,2004,104,"Comedy","R","NO","YES"
"Hotel Rwanda",23.4729,17.5,2004,121,"Drama","PG-13","NO","YES"
"Sideways",71.502303,12,2004,126,"Adventure","R","NO","YES"
"Bobby Jones: Stroke of Genius",2.694071,44.870033081674,2004,128,"Biography","PG","NO","NO"
"The Cookout",11.540112,44.870033081674,2004,97,"Comedy","PG-13","NO","NO"
"Soul Plane",13.922211,16,2004,92,"Comedy","R","NO","NO"
"Confessions of a Teenage Drama Queen",29.302097,15,2004,89,"Comedy","PG","NO","NO"
"De-Lovely",13.337299,20,2004,125,"Biography","PG-13","NO","NO"
"Raise Your Voice",10.41198,15,2004,103,"Other","PG","NO","NO"
"District B13",1.197786,12,2004,84,"Action","R","NO","YES"
"Downfall",5.50194,13.5,2004,178,"Biography","R","NO","YES"
"The Sea Inside",2.086345,10,2004,125,"Biography","PG-13","NO","YES"
"The Butterfly Effect",0.023947,13,2004,120,"Other","R","NO","YES"
"Tae Guk Gi: The Brotherhood of War",1.110186,12.8,2004,148,"Action","R","NO","YES"
"Johnson Family Vacation",31.179516,12,2004,97,"Comedy","PG-13","NO","NO"
"My Baby's Daddy",17.321573,44.870033081674,2004,86,"Comedy","PG-13","NO","NO"
"The Alamo",22.406362,107,2004,137,"Drama","PG-13","YES","NO"
"House of Flying Daggers",11.041228,100,2004,119,"Action","PG-13","YES","YES"
"2046",0.261481,12,2004,129,"Drama","R","NO","YES"
"Kinsey",10.214647,11,2004,118,"Biography","R","NO","YES"
"Vera Drake",3.753806,11,2004,125,"Crime","R","NO","YES"
"The Blue Butterfly",47.2337862180161,12.5,2004,97,"Adventure","PG","NO","NO"
"The Grudge",110.175871,10,2004,98,"Horror","PG-13","NO","NO"
"Sleepover",8.070311,10,2004,89,"Comedy","PG","NO","NO"
"Teacher's Pet",6.49135,10,2004,74,"Animation","PG","NO","NO"
"Crash",54.557348,6.5,2004,115,"Crime","R","NO","YES"
"Imaginary Heroes",0.228524,4,2004,111,"Comedy","R","NO","YES"
"Eulogy",0.070527,6.5,2004,85,"Comedy","R","NO","NO"
"Harold & Kumar Go to White Castle",18.225165,9,2004,88,"Adventure","R","NO","YES"
"Breakin' All the Rules",11.827301,44.870033081674,2004,85,"Comedy","PG-13","NO","NO"
"The I Inside",47.2337862180161,8.8,2004,90,"Other","R","NO","NO"
"Club Dread",4.992159,8.55,2004,119,"Comedy","R","NO","NO"
"You Got Served",40.066497,8,2004,95,"Drama","PG-13","NO","NO"
"Dear Wendy",0.023106,50,2004,102,"Comedy","Other","YES","NO"
"The Work and the Glory",3.347439,7.5,2004,118,"Drama","PG","NO","NO"
"Crash",54.557348,6.5,2004,115,"Crime","R","NO","YES"
"Bride & Prejudice",6.601079,7,2004,122,"Comedy","PG-13","NO","NO"
"Veer-Zaara",2.921738,7,2004,192,"Drama","Other","NO","YES"
"Layer Cake",2.338695,4,2004,105,"Crime","R","NO","YES"
"A Home at the End of the World",1.029017,6.5,2004,97,"Drama","R","NO","NO"
"Fahrenheit 9/11",119.078393,6,2004,122,"Documentary","R","NO","YES"
"Around the World in 80 Days",24.004159,110,2004,120,"Action","PG","YES","NO"
"The Chorus",3.629758,5.5,2004,97,"Drama","PG-13","NO","YES"
"Saint Ralph",0.795126,6,2004,98,"Comedy","PG-13","NO","YES"
"Shaun of the Dead",13.464388,4,2004,99,"Comedy","R","NO","YES"
"Saved!",8.786715,5,2004,92,"Comedy","PG-13","NO","NO"
"The Machinist",1.082044,5,2004,94,"Drama","R","NO","YES"
"Decoys",47.2337862180161,5,2004,95,"Comedy","R","NO","NO"
"Fascination",0.016066,5,2004,103,"Other","R","NO","NO"
"Dear Frankie",1.340891,44.870033081674,2004,105,"Drama","PG-13","NO","YES"
"Night Watch",1.487477,4.2,2004,104,"Other","R","NO","NO"
"What the #$*! Do We (K)now!?",10.941801,44.870033081674,2004,109,"Comedy","Other","YES","NO"
"D.E.B.S.",0.096793,3.5,2004,91,"Action","PG-13","NO","NO"
"Maria Full of Grace",6.517198,3,2004,101,"Crime","R","NO","YES"
"Woman Thou Art Loosed",6.87973,44.870033081674,2004,94,"Drama","R","YES","NO"
"Brave New Girl",47.2337862180161,44.870033081674,2004,120,"Drama","PG-13","NO","NO"
"Summer Storm",0.095016,2.7,2004,98,"Comedy","R","NO","YES"
"Riding Giants",2.276368,44.870033081674,2004,105,"Documentary","PG-13","NO","YES"
"Garden State",26.781723,2.5,2004,102,"Comedy","R","NO","YES"
"Saving Face",1.186323,44.870033081674,2004,96,"Comedy","R","YES","YES"
"Dodgeball: A True Underdog Story",114.324072,20,2004,92,"Comedy","PG-13","NO","NO"
"Before Sunset",5.792822,2.7,2004,80,"Drama","R","NO","YES"
"House of D",0.371081,6,2004,96,"Comedy","PG-13","NO","YES"
"It's All Gone Pete Tong",0.12062,44.870033081674,2004,90,"Biography","R","YES","YES"
"Freeze Frame",47.2337862180161,2,2004,99,"Crime","R","NO","NO"
"My Summer of Love",0.992238,1.7,2004,86,"Drama","R","NO","NO"
"Yes",0.396035,1,2004,100,"Drama","R","NO","NO"
"Dawn of the Dead",58.885635,26,2004,110,"Action","R","NO","YES"
"The Holy Girl",0.304124,1.4,2004,106,"Drama","R","NO","NO"
"Incident at Loch Ness",0.03683,1.4,2004,94,"Adventure","PG-13","NO","NO"
"Saw",55.153403,1.2,2004,103,"Horror","R","NO","YES"
"Dead Man's Shoes",0.006013,0.695393,2004,90,"Crime","Other","NO","YES"
"Guiana 1838",0.227241,44.870033081674,2004,120,"Drama","Other","YES","YES"
"Proud",47.2337862180161,1,2004,87,"Drama","PG","NO","NO"
"Live-In Maid",47.2337862180161,0.8,2004,83,"Drama","Other","NO","YES"
"Mean Creek",0.603943,0.5,2004,90,"Crime","R","NO","YES"
"As It Is in Heaven",0.00991,25,2004,133,"Comedy","Other","YES","YES"
"Napoleon Dynamite",44.540956,0.4,2004,92,"Comedy","PG","NO","NO"
"Show Me",47.2337862180161,0.9,2004,97,"Drama","R","NO","NO"
"Fighting Tommy Riley",0.005199,0.2,2004,109,"Drama","R","NO","NO"
"November",0.191309,0.15,2004,78,"Drama","R","NO","NO"
"On the Outs",47.2337862180161,44.870033081674,2004,86,"Drama","R","YES","NO"
"Short Cut to Nirvana: Kumbh Mela",0.381225,0.2,2004,85,"Documentary","Other","NO","YES"
"The Case of the Grinning Cat",47.2337862180161,0.15,2004,59,"Documentary","Other","NO","YES"
"An American Girl Holiday",47.2337862180161,0.2,2004,86,"Drama","Other","NO","YES"
"Peace, Propaganda & the Promised Land",47.2337862180161,0.07,2004,80,"Documentary","Other","NO","YES"
"Super Size Me",11.529368,0.065,2004,100,"Comedy","PG","NO","YES"
"Clean",0.136007,0.0045,2004,110,"Drama","R","NO","NO"
"On the Downlow",47.2337862180161,44.870033081674,2004,84,"Drama","Other","YES","NO"
"Primer",0.42476,0.007,2004,77,"Drama","PG-13","NO","YES"
"My Date with Drew",0.085222,0.0011,2004,90,"Documentary","PG","NO","NO"
"King Kong",218.05126,207,2005,201,"Action","PG-13","YES","YES"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291.709845,180,2005,150,"Adventure","PG","YES","NO"
"Harry Potter and the Goblet of Fire",289.994397,150,2005,157,"Adventure","PG-13","YES","YES"
"Charlie and the Chocolate Factory",206.456431,150,2005,115,"Adventure","PG","YES","NO"
"Batman Begins",205.343774,150,2005,128,"Action","PG-13","YES","YES"
"Fun with Dick and Jane",110.332737,100,2005,90,"Comedy","PG-13","YES","NO"
"Stealth",31.704416,135,2005,121,"Action","PG-13","YES","NO"
"Sahara",68.642452,130,2005,124,"Action","PG-13","YES","NO"
"War of the Worlds",234.277056,132,2005,116,"Adventure","PG-13","YES","NO"
"Star Wars: Episode III - Revenge of the Sith",380.262555,113,2005,140,"Action","PG-13","YES","YES"
"Mr. & Mrs. Smith",186.336103,120,2005,126,"Action","PG-13","YES","NO"
"Kingdom of Heaven",47.396698,130,2005,194,"Action","R","YES","YES"
"The Island",35.799026,126,2005,136,"Action","PG-13","YES","NO"
"Son of the Mask",17.010646,84,2005,94,"Comedy","PG","YES","NO"
"The Interpreter",72.51536,80,2005,128,"Crime","PG-13","YES","NO"
"Cinderella Man",61.644321,88,2005,144,"Biography","PG-13","YES","YES"
"Memoirs of a Geisha",57.010853,85,2005,145,"Drama","PG-13","YES","YES"
"The Longest Yard",158.115031,82,2005,113,"Comedy","PG-13","YES","NO"
"Robots",128.200012,75,2005,91,"Adventure","PG","YES","NO"
"The Legend of Zorro",45.356386,75,2005,129,"Action","PG","YES","NO"
"The Brothers Grimm",37.899638,88,2005,118,"Action","PG-13","YES","NO"
"A Sound of Thunder",1.891821,52,2005,102,"Action","PG-13","NO","NO"
"Madagascar",193.136719,75,2005,86,"Adventure","PG","YES","NO"
"Be Cool",55.808744,53,2005,118,"Comedy","PG-13","YES","NO"
"Munich",47.37909,70,2005,163,"Drama","R","YES","YES"
"Hostage",34.636443,52,2005,113,"Action","R","YES","NO"
"Jarhead",62.64754,70,2005,125,"Action","R","YES","YES"
"Doom",28.03125,60,2005,113,"Action","R","YES","NO"
"Zathura: A Space Adventure",28.04554,65,2005,101,"Action","PG","YES","NO"
"Oliver Twist",1.987287,50,2005,130,"Crime","PG-13","NO","NO"
"Elektra",24.407944,43,2005,100,"Action","PG-13","NO","NO"
"Chicken Little",135.381507,150,2005,81,"Adventure","G","YES","NO"
"Cheaper by the Dozen 2",82.569532,60,2005,94,"Adventure","PG","YES","NO"
"Miss Congeniality 2: Armed and Fabulous",48.472213,45,2005,115,"Action","PG-13","NO","NO"
"xXx: State of the Union",26.082914,87,2005,101,"Action","PG-13","YES","NO"
"Dark Water",25.472967,30,2005,103,"Drama","PG-13","NO","NO"
"The Great Raid",10.166502,80,2005,132,"Action","R","YES","NO"
"Just Like Heaven",48.291624,58,2005,95,"Comedy","PG-13","YES","NO"
"The Pacifier",113.00688,56,2005,95,"Action","PG","NO","NO"
"Hitch",177.575142,70,2005,118,"Comedy","PG-13","YES","NO"
"Flightplan",89.706988,55,2005,98,"Drama","PG-13","YES","NO"
"Æon Flux",25.857987,62,2005,93,"Action","PG-13","YES","NO"
"Elizabethtown",26.838389,57,2005,123,"Comedy","PG-13","YES","NO"
"The Dukes of Hazzard",80.270227,50,2005,107,"Action","PG-13","NO","NO"
"The Ring Two",75.88827,44.870033081674,2005,128,"Horror","PG-13","NO","NO"
"V for Vendetta",70.496802,54,2005,132,"Action","R","YES","YES"
"Herbie Fully Loaded",66.002004,50,2005,101,"Adventure","G","NO","NO"
"Syriana",50.815288,50,2005,128,"Drama","R","YES","YES"
"The Adventures of Sharkboy and Lavagirl 3-D",39.177541,50,2005,93,"Action","PG","NO","NO"
"Man of the House",19.118247,40,2005,100,"Action","PG-13","NO","NO"
"Into the Blue",18.472363,50,2005,110,"Action","PG-13","NO","NO"
"Domino",10.137232,50,2005,127,"Action","R","YES","NO"
"Monster-in-Law",82.931301,60,2005,101,"Comedy","PG-13","YES","NO"
"Coach Carter",67.253092,30,2005,136,"Drama","PG-13","NO","YES"
"Kicking & Screaming",52.580895,45,2005,95,"Comedy","PG","NO","NO"
"The Hitchhiker's Guide to the Galaxy",51.019112,50,2005,109,"Adventure","PG","NO","NO"
"The Producers",19.377727,45,2005,134,"Comedy","PG-13","NO","NO"
"Unleashed",24.520892,45,2005,103,"Action","R","YES","YES"
"Lord of War",24.127895,50,2005,122,"Crime","R","YES","YES"
"Sin City",74.098862,40,2005,147,"Crime","R","NO","YES"
"The Skeleton Key",47.806295,43,2005,104,"Horror","PG-13","NO","NO"
"Fever Pitch",42.071069,30,2005,104,"Comedy","PG-13","NO","NO"
"Get Rich or Die Tryin'",30.98185,40,2005,117,"Biography","R","NO","NO"
"Rent",29.077547,40,2005,135,"Drama","PG-13","NO","YES"
"Nomad: The Warrior",0.077231,25,2005,112,"Drama","R","NO","NO"
"Serenity",25.335935,40,2005,119,"Action","PG-13","NO","YES"
"Guess Who",67.962333,35,2005,105,"Comedy","PG-13","NO","NO"
"Sky High",63.939454,35,2005,100,"Adventure","PG","NO","NO"
"Must Love Dogs",43.894863,30,2005,98,"Comedy","PG-13","NO","NO"
"House of Wax",32.048809,30,2005,108,"Horror","R","NO","NO"
"Valiant",19.447478,35,2005,76,"Adventure","G","NO","NO"
"Cursed",19.294901,35,2005,99,"Comedy","PG-13","NO","NO"
"Goal! The Dream Begins",4.280577,10,2005,118,"Drama","PG-13","NO","NO"
"Dreamer: Inspired by a True Story",32.701088,32,2005,98,"Drama","PG","NO","NO"
"A History of Violence",31.493782,32,2005,96,"Crime","R","NO","YES"
"Transporter 2",43.0956,32,2005,87,"Action","PG-13","NO","NO"
"Four Brothers",74.484168,45,2005,109,"Action","R","YES","NO"
"The Curse of the Were-Rabbit",56.068547,30,2005,85,"Animation","G","NO","YES"
"Racing Stripes",49.186871,44.870033081674,2005,102,"Adventure","PG","NO","NO"
"Corpse Bride",53.337608,40,2005,77,"Animation","PG","NO","YES"
"Assault on Precinct 13",19.976073,20,2005,109,"Action","R","NO","NO"
"North Country",18.324242,35,2005,126,"Drama","R","NO","YES"
"The Cave",14.888028,30,2005,93,"Adventure","PG-13","NO","NO"
"The New World",12.712093,30,2005,150,"Biography","PG-13","NO","NO"
"An Unfinished Life",8.535575,30,2005,108,"Drama","PG-13","NO","YES"
"Supercross",3.101301,44.870033081674,2005,80,"Action","PG-13","NO","NO"
"The Promise",0.668171,60,2005,103,"Action","PG-13","YES","NO"
"Walk the Line",119.518352,28,2005,153,"Biography","PG-13","NO","YES"
"The Jacket",6.301131,29,2005,94,"Drama","R","NO","YES"
"Pride & Prejudice",38.372662,28,2005,135,"Drama","PG","NO","YES"
"The 40-Year-Old Virgin",109.243478,26,2005,133,"Comedy","R","NO","YES"
"Red Eye",57.859105,26,2005,85,"Other","PG-13","NO","NO"
"The Constant Gardener",33.565375,15,2005,129,"Drama","R","NO","YES"
"Hide and Seek",51.097664,30,2005,101,"Drama","R","NO","NO"
"Nanny McPhee",47.1244,25,2005,97,"Comedy","PG","NO","NO"
"The Sisterhood of the Traveling Pants",39.008741,25,2005,119,"Comedy","PG","NO","NO"
"Beauty Shop",36.310118,44.870033081674,2005,105,"Comedy","PG-13","NO","NO"
"Ice Princess",24.381334,44.870033081674,2005,98,"Comedy","G","NO","NO"
"A Lot Like Love",21.835784,30,2005,107,"Comedy","PG-13","NO","NO"
"The Greatest Game Ever Played",15.331289,44.870033081674,2005,120,"Drama","PG","NO","YES"
"Lords of Dogtown",11.008432,25,2005,107,"Biography","PG-13","NO","YES"
"Underclassman",5.654777,25,2005,95,"Action","PG-13","NO","NO"
"The World's Fastest Indian",5.128124,25,2005,127,"Biography","PG-13","NO","YES"
"King's Ransom",4.006906,15,2005,95,"Comedy","PG-13","NO","NO"
"BloodRayne",1.55,25,2005,92,"Action","R","NO","NO"
"Where the Truth Lies",0.871527,25,2005,107,"Crime","R","NO","NO"
"King Kong",218.05126,207,2005,201,"Action","PG-13","YES","YES"
"Derailed",36.020063,22,2005,112,"Drama","R","NO","NO"
"Deuce Bigalow: European Gigolo",22.264487,22,2005,83,"Comedy","R","NO","NO"
"The Island",35.799026,126,2005,136,"Action","PG-13","YES","NO"
"Joyeux Noel",1.050445,22,2005,116,"Drama","PG-13","NO","YES"
